id,len,date,orig_file,lang,title
 ,1728,2007-05-02,../html/2007/2007_17743_DE.html,DE,Grossrätliche Vorberatungskommission befürwortet die Verselbstständigung der Kantonalen Pensionskasse
 ,7098,2007-05-02,../html/2007/2007_17740_DE.html,DE,Kanton Graubünden bietet bei Abstimmungen neue Dienstleistung für lesebehinderte Bürger an
 ,7358,2007-05-02,../html/2007/2007_17741_IT.html,IT,Votazioni cantonali: il Cantone dei Grigioni offre un nuovo servizio ai cittadini con difficoltà di lettura
 ,1838,2007-05-02,../html/2007/2007_17745_RM.html,RM,La cumissiun predeliberanta dal cussegl grond sustegna l'independenza da la cassa da pensiun chantunala
 ,1876,2007-05-02,../html/2007/2007_17744_IT.html,IT,La Commissione preparatoria del Gran Consiglio sostiene l'autonomizzazione della Cassa cantonale pensioni
 ,8022,2007-05-02,../html/2007/2007_17742_RM.html,RM,Votaziuns chantunalas: Il chantun porscha in nov servetsch per persunas che han in impediment da leger
 ,1671,2007-05-04,../html/2007/2007_17749_DE.html,DE,Die Chancen der Porta Alpina sind intakt
 ,1645,2007-05-07,../html/2007/2007_17750_DE.html,DE,Das absolute Feuerverbot ist aufgehoben
 ,2235,2007-05-10,../html/2007/2007_17756_DE.html,DE,Entsorgung von Abfällen soll optimiert werden
 ,2243,2007-05-10,../html/2007/2007_17759_RM.html,RM,La dismessa da ruments duai vegnir optimada
 ,2295,2007-05-10,../html/2007/2007_17757_IT.html,IT,Lo smaltimento dei rifiuti deve essere ottimizzato
 ,2527,2007-05-10,../html/2007/2007_17755_DE.html,DE,Unternehmer steigen bei PREGO ein
 ,3127,2007-05-11,../html/2007/2007_17760_DE.html,DE,Antworten auf parlamentarische Vorstösse auf www.gr.ch
 ,487,2007-05-16,../html/2007/2007_17763_RM.html,RM,Il plan da mesiras per l'igiena da l'aria vegn adattà
 ,520,2007-05-16,../html/2007/2007_17764_DE.html,DE,Die Chancen der Porta Alpina bleiben grundsätzlich gewahrt
 ,2466,2007-05-16,../html/2007/2007_17762_IT.html,IT,Adeguato il piano di misure igiene dell'aria
 ,2481,2007-05-16,../html/2007/2007_17761_DE.html,DE,Massnahmenplan Lufthygiene wird angepasst
 ,396,2007-06-01,../html/2007/2007_17780_DE.html,DE,Kommission für Bildung und Kultur spricht sich für die kantonale Beteiligung an der finanziellen Sanierung der HTM-Immobilien AG aus
 ,1556,2007-06-01,../html/2007/2007_17781_IT.html,IT,La Commissione per la formazione e la cultura si dice favorevole alla partecipazione del Cantone al risanamento finanziario della HTM- Immobilien AG
 ,2469,2007-06-01,../html/2007/2007_17782_RM.html,RM,"La cumissiun per furmaziun e cultura s'exprima a favur d'ina participaziun chantunala per sanar las finanzas da la ""HTM immobiglias SA"""
 ,2606,2007-06-01,../html/2007/2007_17783_DE.html,DE,Aktuelle Verhandlungsgrundlagen des Grossen Rates für die Juni-Session 2007
 ,2714,2007-06-04,../html/2007/2007_17784_DE.html,DE,Bär in Zernez beobachtet
 ,1539,2007-06-07,../html/2007/2007_17787_RM.html,RM,La regenza sustegna da princip la lescha federala davart ils museums e davart las collecziuns da la confederaziun
 ,3020,2007-06-07,../html/2007/2007_17786_IT.html,IT,Il Governo accoglie in linea di principio la legge federale concernente i musei e le collezioni della Confederazione
 ,3048,2007-06-07,../html/2007/2007_17785_DE.html,DE,Regierung begrüsst Bundesgesetz über die Museen und Sammlungen des Bundes grundsätzlich
 ,14444,2007-06-07,../html/2007/2007_17789_DE.html,DE,Bär besucht Region Davos
 ,871,2007-06-13,../html/2007/2007_17793_DE.html,DE,Arbeitsverhältnis mit Kantonstierarzt wird im gegenseitigen Einverständnis aufgelöst
 ,1021,2007-06-15,../html/2007/2007_17798_DE.html,DE,Parlamentarische Vorstösse der Juni-Session 2007 auf www.gr.ch
 ,2173,2007-06-15,../html/2007/2007_17799_DE.html,DE,Bär richtet im Val Müstair Schäden an
 ,3968,2007-06-18,../html/2007/2007_17804_DE.html,DE,"Situationsbericht ""Zukunft der Bündner Alpwirtschaft"""
 ,5156,2007-06-18,../html/2007/2007_17310_DE.html,DE,Bündner Tourismusreform mit hohem Tempo
 ,5678,2007-06-18,../html/2007/2007_17313_IT.html,IT,La riforma del turismo grigionese procede rapidamente
 ,4233,2007-06-18,../html/2007/2007_17805_IT.html,IT,"Rapporto sul ""futuro dell'economia alpestre grigionese"""
 ,4581,2007-06-18,../html/2007/2007_17806_RM.html,RM,"Rapport da situaziun davart il ""futur da l'economia d'alp dal Grischun"""
 ,5840,2007-06-18,../html/2007/2007_17314_RM.html,RM,Grond tempo tar la refurma dal turissem grischun
 ,1616,2007-06-19,../html/2007/2007_17316_DE.html,DE,REGIERUNGSCHEFS DER ARGE ALP TREFFEN SICH ZUR 38. PLENARKONFERENZ
 ,3636,2007-06-19,../html/2007/2007_17317_IT.html,IT,I CAPI DI GOVERNO DI ARGE ALP SI RIUNISCONO PER LA 38A CONFERENZA PLENARIA
 ,3748,2007-06-19,../html/2007/2007_17315_DE.html,DE,Entwicklungskonzept Alpenrhein gemeinsam umsetzen
 ,3984,2007-06-19,../html/2007/2007_17318_RM.html,RM,LAS SCHEFFAS ED ILS SCHEFS DA LAS REGENZAS DA LAS REGIUNS DA LA ARGE ALP SA SCUNTRAN A LA 38AVLA CONFERENZA PLENARA
 ,1657,2007-06-20,../html/2007/2007_17319_DE.html,DE,Der Münstertaler Bär JJ3 ist ein Bruder von Lumpaz und Bruno
 ,6566,2007-06-27,../html/2007/2007_17333_DE.html,DE,Landsitzung: Regierung besucht Splügen
